chrom	start	end	name	gencode_name	category	shared_both_cohorts	gene_type	strand	length_bp
chr15	86521809	86523939	AGBL1	AGBL1	PASSENGER	False	protein_coding	+	2130
chr15	86545001	86547133	AGBL1	AGBL1	PASSENGER	False	protein_coding	+	2132
chr15	86553360	86557285	AGBL1	AGBL1	PASSENGER	False	protein_coding	+	3925
chr15	86577683	86579836	AGBL1	AGBL1	PASSENGER	False	protein_coding	+	2153
chr15	86673272	86675436	AGBL1	AGBL1	PASSENGER	False	protein_coding	+	2164
chr15	86906086	86917156	AGBL1	AGBL1	PASSENGER	False	protein_coding	+	11070
chr15	86986986	86989088	AGBL1	AGBL1	PASSENGER	False	protein_coding	+	2102
chr15	87027824	87030052	AGBL1	AGBL1	PASSENGER	False	protein_coding	+	2228
chr15	87037716	87039817	AGBL1	AGBL1	PASSENGER	False	protein_coding	+	2101
chr15	87041004	87043197	AGBL1	AGBL1	PASSENGER	False	protein_coding	+	2193
chr15	87045796	87050169	AGBL1	AGBL1	PASSENGER	False	protein_coding	+	4373
chr16	3724053	3732937	CREBBP	CREBBP	DRIVER	True	protein_coding	-	8884
chr16	3735035	3746654	CREBBP	CREBBP	DRIVER	True	protein_coding	-	11619
chr16	3748626	3750683	CREBBP	CREBBP	DRIVER	True	protein_coding	-	2057
chr16	3750725	3752836	CREBBP	CREBBP	DRIVER	True	protein_coding	-	2111
chr16	3756287	3759972	CREBBP	CREBBP	DRIVER	True	protein_coding	-	3685
chr16	3766301	3771986	CREBBP	CREBBP	DRIVER	True	protein_coding	-	5685
chr16	3772635	3775746	CREBBP	CREBBP	DRIVER	True	protein_coding	-	3111
chr16	3776612	3785515	CREBBP	CREBBP	DRIVER	True	protein_coding	-	8903
chr16	3790192	3794626	CREBBP	CREBBP	DRIVER	True	protein_coding	-	4434
chr16	3809602	3811779	CREBBP	CREBBP	DRIVER	True	protein_coding	-	2177
chr16	3811937	3814072	CREBBP	CREBBP	DRIVER	True	protein_coding	-	2135
chr16	3849296	3852009	CREBBP	CREBBP	DRIVER	True	protein_coding	-	2713
chr16	3878831	3881713	CREBBP	CREBBP	DRIVER	True	protein_coding	-	2882
chr16	15702134	15705123	MYH11	MYH11	DRIVER	False	protein_coding	-	2989
chr16	15707802	15709841	MYH11	MYH11	DRIVER	False	protein_coding	-	2039
chr16	15710112	15722634	MYH11	MYH11	DRIVER	False	protein_coding	-	12522
chr16	15723160	15728054	MYH11	MYH11	DRIVER	False	protein_coding	-	4894
chr16	15731563	15733708	MYH11	MYH11	DRIVER	False	protein_coding	-	2145
chr16	15734365	15743191	MYH11	MYH11	DRIVER	False	protein_coding	-	8826
chr16	15744128	15751509	MYH11	MYH11	DRIVER	False	protein_coding	-	7381
chr16	15752393	15754508	MYH11	MYH11	DRIVER	False	protein_coding	-	2115
chr16	15755340	15761658	MYH11	MYH11	DRIVER	False	protein_coding	-	6318
chr16	15762795	15764891	MYH11	MYH11	DRIVER	False	protein_coding	-	2096
chr16	15770568	15772712	MYH11	MYH11	DRIVER	False	protein_coding	-	2144
chr16	15774841	15777176	MYH11	MYH11	DRIVER	False	protein_coding	-	2335
chr16	15777779	15779953	MYH11	MYH11	DRIVER	False	protein_coding	-	2174
chr16	15781384	15787732	MYH11	MYH11	DRIVER	False	protein_coding	-	6348
chr16	15797659	15799687	MYH11	MYH11	DRIVER	False	protein_coding	-	2028
chr16	15822254	15824411	MYH11	MYH11	DRIVER	False	protein_coding	-	2157
chr16	15836907	15839269	MYH11	MYH11	DRIVER	False	protein_coding	-	2362
chr16	15855940	15859438	MYH11	MYH11	DRIVER	False	protein_coding	-	3498
chr16	18803859	18810646	SMG1	SMG1	DRIVER	False	protein_coding	-	6787
chr16	18810760	18813127	SMG1	SMG1	DRIVER	False	protein_coding	-	2367
chr16	18814174	18818470	SMG1	SMG1	DRIVER	False	protein_coding	-	4296
chr16	18818501	18820654	SMG1	SMG1	DRIVER	False	protein_coding	-	2153
chr16	18827030	18831369	SMG1	SMG1	DRIVER	False	protein_coding	-	4339
chr16	18831939	18843454	SMG1	SMG1	DRIVER	False	protein_coding	-	11515
chr16	18844428	18862487	SMG1	SMG1	DRIVER	False	protein_coding	-	18059
chr16	18862649	18865144	SMG1	SMG1	DRIVER	False	protein_coding	-	2495
chr16	18865146	18873624	SMG1	SMG1	DRIVER	False	protein_coding	-	8478
chr16	18874101	18880719	SMG1	SMG1	DRIVER	False	protein_coding	-	6618
chr16	18881164	18886666	SMG1	SMG1	DRIVER	False	protein_coding	-	5502
chr16	18888371	18893354	SMG1	SMG1	DRIVER	False	protein_coding	-	4983
chr16	18895051	18897956	SMG1	SMG1	DRIVER	False	protein_coding	-	2905
chr16	18898986	18901044	SMG1	SMG1	DRIVER	False	protein_coding	-	2058
chr16	18910362	18912713	SMG1	SMG1	DRIVER	False	protein_coding	-	2351
chr16	18923915	18927408	SMG1	SMG1	DRIVER	False	protein_coding	-	3493
chr16	20932110	20937853	DNAH3	DNAH3	DRIVER	False	protein_coding	-	5743
chr16	20940400	20942543	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2143
chr16	20943495	20945663	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2168
chr16	20947482	20949637	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2155
chr16	20951432	20953549	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2117
chr16	20953812	20956057	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2245
chr16	20958178	20960404	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2226
chr16	20962283	20966425	DNAH3	DNAH3	DRIVER	False	protein_coding	-	4142
chr16	20968791	20970990	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2199
chr16	20974232	20976415	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2183
chr16	20978329	20980546	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2217
chr16	20981720	20983914	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2194
chr16	20984048	20989065	DNAH3	DNAH3	DRIVER	False	protein_coding	-	5017
chr16	20995858	20998462	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2604
chr16	20999223	21001518	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2295
chr16	21002103	21004207	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2104
chr16	21018146	21020869	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2723
chr16	21020970	21023100	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2130
chr16	21023595	21025701	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2106
chr16	21026026	21028127	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2101
chr16	21030044	21032286	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2242
chr16	21032973	21035085	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2112
chr16	21035713	21040943	DNAH3	DNAH3	DRIVER	False	protein_coding	-	5230
chr16	21041026	21043203	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2177
chr16	21048568	21052868	DNAH3	DNAH3	DRIVER	False	protein_coding	-	4300
chr16	21053419	21055534	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2115
chr16	21057085	21059196	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2111
chr16	21059263	21061356	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2093
chr16	21061481	21064000	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2519
chr16	21066282	21071826	DNAH3	DNAH3	DRIVER	False	protein_coding	-	5544
chr16	21074446	21076561	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2115
chr16	21080635	21082727	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2092
chr16	21085848	21088060	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2212
chr16	21096354	21099769	DNAH3	DNAH3	DRIVER	False	protein_coding	-	3415
chr16	21102901	21107674	DNAH3	DNAH3	DRIVER	False	protein_coding	-	4773
chr16	21110625	21113098	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2473
chr16	21116202	21118339	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2137
chr16	21119739	21123124	DNAH3	DNAH3	DRIVER	False	protein_coding	-	3385
chr16	21124174	21126370	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2196
chr16	21126686	21128812	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2126
chr16	21133148	21137572	DNAH3	DNAH3	DRIVER	False	protein_coding	-	4424
chr16	21139207	21142372	DNAH3	DNAH3	DRIVER	False	protein_coding	-	3165
chr16	21144180	21147088	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2908
chr16	21149289	21151846	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2557
chr16	21158324	21160441	DNAH3	DNAH3	DRIVER	False	protein_coding	-	2117
chr16	30697208	30701878	SRCAP	SRCAP	DRIVER	False	protein_coding	+	4670
chr16	30703063	30705315	SRCAP	SRCAP	DRIVER	False	protein_coding	+	2252
chr16	30706182	30714711	SRCAP	SRCAP	DRIVER	False	protein_coding	+	8529
chr16	30715065	30717479	SRCAP	SRCAP	DRIVER	False	protein_coding	+	2414
chr16	30719161	30727262	SRCAP	SRCAP	DRIVER	False	protein_coding	+	8101
chr16	30727965	30730572	SRCAP	SRCAP	DRIVER	False	protein_coding	+	2607
chr16	30732279	30742409	SRCAP	SRCAP	DRIVER	False	protein_coding	+	10130
chr16	56988484	56993444	NLRC5	NLRC5	MACHINERY	False	protein_coding	+	4960
chr16	57002852	57005583	NLRC5	NLRC5	MACHINERY	False	protein_coding	+	2731
chr16	57016073	57018188	NLRC5	NLRC5	MACHINERY	False	protein_coding	+	2115
chr16	57019700	57032463	NLRC5	NLRC5	MACHINERY	False	protein_coding	+	12763
chr16	57032603	57038284	NLRC5	NLRC5	MACHINERY	False	protein_coding	+	5681
chr16	57038780	57049354	NLRC5	NLRC5	MACHINERY	False	protein_coding	+	10574
chr16	57050537	57052621	NLRC5	NLRC5	MACHINERY	False	protein_coding	+	2084
chr16	57053750	57056519	NLRC5	NLRC5	MACHINERY	False	protein_coding	+	2769
chr16	57057064	57063744	NLRC5	NLRC5	MACHINERY	False	protein_coding	+	6680
chr16	57064211	57071618	NLRC5	NLRC5	MACHINERY	False	protein_coding	+	7407
chr16	57073170	57084531	NLRC5	NLRC5	MACHINERY	False	protein_coding	+	11361
chr16	68736291	68739411	CDH1	CDH1	DRIVER	False	protein_coding	+	3120
chr16	68762293	68766564	CDH1	CDH1	DRIVER	False	protein_coding	+	4271
chr16	68769947	68772105	CDH1	CDH1	DRIVER	False	protein_coding	+	2158
chr16	68800669	68802893	CDH1	CDH1	DRIVER	False	protein_coding	+	2224
chr16	68807423	68816759	CDH1	CDH1	DRIVER	False	protein_coding	+	9336
chr16	68818279	68820425	CDH1	CDH1	DRIVER	False	protein_coding	+	2146
chr16	68821000	68824626	CDH1	CDH1	DRIVER	False	protein_coding	+	3626
chr16	68827173	68830797	CDH1	CDH1	DRIVER	False	protein_coding	+	3624
chr16	68832289	68836537	CDH1	CDH1	DRIVER	False	protein_coding	+	4248
chr16	70801083	70812435	HYDIN	HYDIN	DRIVER	False	protein_coding	-	11352
chr16	70816110	70819572	HYDIN	HYDIN	DRIVER	False	protein_coding	-	3462
chr16	70826260	70830830	HYDIN	HYDIN	DRIVER	False	protein_coding	-	4570
chr16	70831847	70838888	HYDIN	HYDIN	DRIVER	False	protein_coding	-	7041
chr16	70839063	70841233	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2170
chr16	70848725	70851655	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2930
chr16	70854127	70856275	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2148
chr16	70856704	70858870	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2166
chr16	70859067	70867329	HYDIN	HYDIN	DRIVER	False	protein_coding	-	8262
chr16	70867569	70869788	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2219
chr16	70871036	70873179	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2143
chr16	70873304	70875919	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2615
chr16	70878296	70880756	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2460
chr16	70881659	70885124	HYDIN	HYDIN	DRIVER	False	protein_coding	-	3465
chr16	70888586	70897080	HYDIN	HYDIN	DRIVER	False	protein_coding	-	8494
chr16	70900003	70902202	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2199
chr16	70902624	70905064	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2440
chr16	70906371	70909861	HYDIN	HYDIN	DRIVER	False	protein_coding	-	3490
chr16	70917210	70919429	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2219
chr16	70919590	70922217	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2627
chr16	70932574	70934726	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2152
chr16	70934951	70937114	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2163
chr16	70937613	70939755	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2142
chr16	70940386	70944949	HYDIN	HYDIN	DRIVER	False	protein_coding	-	4563
chr16	70951420	70953635	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2215
chr16	70954374	70956548	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2174
chr16	70958323	70960820	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2497
chr16	70960958	70963138	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2180
chr16	70963727	70965896	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2169
chr16	70969519	70971759	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2240
chr16	70972342	70976269	HYDIN	HYDIN	DRIVER	False	protein_coding	-	3927
chr16	70977913	70980041	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2128
chr16	70980390	70982568	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2178
chr16	70984056	70986322	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2266
chr16	70986923	70989512	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2589
chr16	70990317	70993210	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2893
chr16	71017128	71021317	HYDIN	HYDIN	DRIVER	False	protein_coding	-	4189
chr16	71024382	71028875	HYDIN	HYDIN	DRIVER	False	protein_coding	-	4493
chr16	71030410	71032917	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2507
chr16	71059503	71070502	HYDIN	HYDIN	DRIVER	False	protein_coding	-	10999
chr16	71074943	71076988	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2045
chr16	71078884	71081386	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2502
chr16	71087300	71089524	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2224
chr16	71092816	71094935	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2119
chr16	71114695	71116795	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2100
chr16	71128639	71134283	HYDIN	HYDIN	DRIVER	False	protein_coding	-	5644
chr16	71136150	71138352	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2202
chr16	71151658	71153891	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2233
chr16	71161530	71163730	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2200
chr16	71174606	71176866	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2260
chr16	71177927	71180047	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2120
chr16	71183864	71187918	HYDIN	HYDIN	DRIVER	False	protein_coding	-	4054
chr16	71202724	71205057	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2333
chr16	71229561	71231722	HYDIN	HYDIN	DRIVER	False	protein_coding	-	2161
chr17	7660778	7663014	TP53	TP53	DRIVER	True	protein_coding	-	2236
chr17	7664415	7671715	TP53	TP53	DRIVER	True	protein_coding	-	7300
chr17	7672206	7678578	TP53	TP53	DRIVER	True	protein_coding	-	6372
chr17	7684248	7688546	TP53	TP53	DRIVER	True	protein_coding	-	4298
chr17	10299864	10304498	MYH13	MYH13	PASSENGER	True	protein_coding	-	4634
chr17	10305458	10308064	MYH13	MYH13	PASSENGER	True	protein_coding	-	2606
chr17	10308233	10314354	MYH13	MYH13	PASSENGER	True	protein_coding	-	6121
chr17	10314692	10317025	MYH13	MYH13	PASSENGER	True	protein_coding	-	2333
chr17	10317789	10322708	MYH13	MYH13	PASSENGER	True	protein_coding	-	4919
chr17	10323021	10325264	MYH13	MYH13	PASSENGER	True	protein_coding	-	2243
chr17	10326865	10329121	MYH13	MYH13	PASSENGER	True	protein_coding	-	2256
chr17	10329386	10334191	MYH13	MYH13	PASSENGER	True	protein_coding	-	4805
chr17	10339149	10341401	MYH13	MYH13	PASSENGER	True	protein_coding	-	2252
chr17	10342799	10347798	MYH13	MYH13	PASSENGER	True	protein_coding	-	4999
chr17	10349555	10351694	MYH13	MYH13	PASSENGER	True	protein_coding	-	2139
chr17	10353679	10356147	MYH13	MYH13	PASSENGER	True	protein_coding	-	2468
chr17	10356734	10358827	MYH13	MYH13	PASSENGER	True	protein_coding	-	2093
chr17	10358959	10365544	MYH13	MYH13	PASSENGER	True	protein_coding	-	6585
chr17	10370208	10374130	MYH13	MYH13	PASSENGER	True	protein_coding	-	3922
chr17	10389321	10402785	MYH8	MYH8	PASSENGER	True	protein_coding	-	13464
chr17	10403329	10407979	MYH8	MYH8	PASSENGER	True	protein_coding	-	4650
chr17	10408096	10416708	MYH8	MYH8	PASSENGER	True	protein_coding	-	8612
chr17	10417644	10422950	MYH8	MYH8	PASSENGER	True	protein_coding	-	5306
chr17	10442289	10467784	MYH4	MYH4	PASSENGER	True	protein_coding	-	25495
chr17	10468287	10470559	MYH4	MYH4	PASSENGER	True	protein_coding	-	2272
chr17	10491306	10510655	MYH1	MYH1	PASSENGER	False	protein_coding	-	19349
chr17	10510838	10519542	MYH1	MYH1	PASSENGER	False	protein_coding	-	8704
chr17	10520147	10541697	MYH2	MYH2	PASSENGER	False	protein_coding	-	21550
chr17	10541874	10550700	MYH2	MYH2	PASSENGER	False	protein_coding	-	8826
chr17	11597469	11599915	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2446
chr17	11607128	11609325	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2197
chr17	11609395	11613836	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	4441
chr17	11616399	11620934	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	4535
chr17	11628416	11631514	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	3098
chr17	11631586	11633703	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2117
chr17	11635633	11637784	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2151
chr17	11639269	11641384	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2115
chr17	11643630	11645699	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2069
chr17	11646071	11648198	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2127
chr17	11650068	11654002	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	3934
chr17	11663832	11665968	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2136
chr17	11668063	11670794	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2731
chr17	11678756	11681889	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	3133
chr17	11688565	11691436	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2871
chr17	11692867	11695447	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2580
chr17	11698730	11702247	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	3517
chr17	11703199	11706493	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	3294
chr17	11718333	11720490	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2157
chr17	11722108	11724473	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2365
chr17	11726817	11728993	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2176
chr17	11737879	11740037	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2158
chr17	11741174	11743313	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2139
chr17	11743796	11746084	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2288
chr17	11746555	11748766	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2211
chr17	11751832	11753960	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2128
chr17	11755567	11758692	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	3125
chr17	11762439	11764614	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2175
chr17	11767452	11770329	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2877
chr17	11780008	11782174	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2166
chr17	11782645	11785539	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2894
chr17	11792502	11794664	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2162
chr17	11796596	11798793	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2197
chr17	11806731	11808894	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2163
chr17	11809245	11811369	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2124
chr17	11820919	11824034	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	3115
chr17	11833637	11835898	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2261
chr17	11852191	11855428	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	3237
chr17	11868133	11870253	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2120
chr17	11870597	11876184	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	5587
chr17	11879077	11885585	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	6508
chr17	11885824	11887965	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2141
chr17	11890776	11892947	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2171
chr17	11893373	11895496	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2123
chr17	11901718	11903912	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2194
chr17	11904660	11906809	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2149
chr17	11922813	11926461	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	3648
chr17	11928865	11935071	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	6206
chr17	11936351	11938522	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2171
chr17	11941302	11943485	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2183
chr17	11960866	11963256	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2390
chr17	11968299	11970748	DNAH9	DNAH9	PASSENGER	False	protein_coding	+	2449
chr17	12019828	12022001	MAP2K4	MAP2K4	DRIVER	False	protein_coding	+	2173
chr17	12025886	12027970	MAP2K4	MAP2K4	DRIVER	False	protein_coding	+	2084
chr17	12031265	12033298	MAP2K4	MAP2K4	DRIVER	False	protein_coding	+	2033
chr17	12053888	12055991	MAP2K4	MAP2K4	DRIVER	False	protein_coding	+	2103
chr17	12068656	12070849	MAP2K4	MAP2K4	DRIVER	False	protein_coding	+	2193
chr17	12080355	12082530	MAP2K4	MAP2K4	DRIVER	False	protein_coding	+	2175
chr17	12094574	12096694	MAP2K4	MAP2K4	DRIVER	False	protein_coding	+	2120
chr17	12106789	12108909	MAP2K4	MAP2K4	DRIVER	False	protein_coding	+	2120
chr17	12109374	12111809	MAP2K4	MAP2K4	DRIVER	False	protein_coding	+	2435
chr17	12112039	12114360	MAP2K4	MAP2K4	DRIVER	False	protein_coding	+	2321
chr17	12123298	12126371	MAP2K4	MAP2K4	DRIVER	False	protein_coding	+	3073
chr17	12128138	12130287	MAP2K4	MAP2K4	DRIVER	False	protein_coding	+	2149
chr17	12138838	12144830	MAP2K4	MAP2K4	DRIVER	False	protein_coding	+	5992
chr17	16028064	16033483	NCOR1	NCOR1	DRIVER	True	protein_coding	-	5419
chr17	16033764	16035944	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2180
chr17	16038219	16041659	NCOR1	NCOR1	DRIVER	True	protein_coding	-	3440
chr17	16045891	16050397	NCOR1	NCOR1	DRIVER	True	protein_coding	-	4506
chr17	16055973	16059599	NCOR1	NCOR1	DRIVER	True	protein_coding	-	3626
chr17	16060400	16066885	NCOR1	NCOR1	DRIVER	True	protein_coding	-	6485
chr17	16066893	16076702	NCOR1	NCOR1	DRIVER	True	protein_coding	-	9809
chr17	16078963	16081727	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2764
chr17	16085281	16088345	NCOR1	NCOR1	DRIVER	True	protein_coding	-	3064
chr17	16090563	16093058	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2495
chr17	16097366	16099496	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2130
chr17	16100249	16102805	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2556
chr17	16107785	16109912	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2127
chr17	16116887	16123635	NCOR1	NCOR1	DRIVER	True	protein_coding	-	6748
chr17	16125081	16127209	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2128
chr17	16136310	16140186	NCOR1	NCOR1	DRIVER	True	protein_coding	-	3876
chr17	16142605	16144696	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2091
chr17	16145375	16147548	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2173
chr17	16148450	16150517	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2067
chr17	16150589	16154395	NCOR1	NCOR1	DRIVER	True	protein_coding	-	3806
chr17	16157759	16159873	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2114
chr17	16163870	16166161	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2291
chr17	16170802	16173020	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2218
chr17	16185553	16187687	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2134
chr17	16193461	16195639	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2178
chr17	16197170	16199719	NCOR1	NCOR1	DRIVER	True	protein_coding	-	2549
chr17	16214361	16219185	NCOR1	NCOR1	DRIVER	True	protein_coding	-	4824
chr17	31093926	31096369	NF1	NF1	DRIVER	True	protein_coding	+	2443
chr17	31127457	31129507	NF1	NF1	DRIVER	True	protein_coding	+	2050
chr17	31154982	31157126	NF1	NF1	DRIVER	True	protein_coding	+	2144
chr17	31158009	31160093	NF1	NF1	DRIVER	True	protein_coding	+	2084
chr17	31162185	31164376	NF1	NF1	DRIVER	True	protein_coding	+	2191
chr17	31168890	31170997	NF1	NF1	DRIVER	True	protein_coding	+	2107
chr17	31180420	31184472	NF1	NF1	DRIVER	True	protein_coding	+	4052
chr17	31198691	31208195	NF1	NF1	DRIVER	True	protein_coding	+	9504
chr17	31213450	31215585	NF1	NF1	DRIVER	True	protein_coding	+	2135
chr17	31218004	31220359	NF1	NF1	DRIVER	True	protein_coding	+	2355
chr17	31220849	31237602	NF1	NF1	DRIVER	True	protein_coding	+	16753
chr17	31245343	31247423	NF1	NF1	DRIVER	True	protein_coding	+	2080
chr17	31247983	31255292	NF1	NF1	DRIVER	True	protein_coding	+	7309
chr17	31256686	31262857	NF1	NF1	DRIVER	True	protein_coding	+	6171
chr17	31264228	31266339	NF1	NF1	DRIVER	True	protein_coding	+	2111
chr17	31289522	31292043	NF1	NF1	DRIVER	True	protein_coding	+	2521
chr17	31298509	31300606	NF1	NF1	DRIVER	True	protein_coding	+	2097
chr17	31313304	31315393	NF1	NF1	DRIVER	True	protein_coding	+	2089
chr17	31317364	31319724	NF1	NF1	DRIVER	True	protein_coding	+	2360
chr17	31323112	31328839	NF1	NF1	DRIVER	True	protein_coding	+	5727
chr17	31329295	31332904	NF1	NF1	DRIVER	True	protein_coding	+	3609
chr17	31333663	31341696	NF1	NF1	DRIVER	True	protein_coding	+	8033
